  +0.0000000000000000E+00   +9.9999999999999978E-02
  +2.5000000000000001E-02   +3.2641805698373516E-01
  +5.0000000000000003E-02   +4.8403035416579576E-01
  +7.5000000000000011E-02   +5.9374614518501956E-01
  +1.0000000000000001E-01   +6.7012060970455634E-01
  +1.2500000000000000E-01   +7.2328578106647956E-01
  +1.5000000000000002E-01   +7.6029468795340938E-01
  +1.7500000000000002E-01   +7.8605702735492189E-01
  +2.0000000000000001E-01   +8.0399049762645580E-01
  +2.2500000000000001E-01   +8.1647419916332442E-01
  +2.5000000000000000E-01   +8.2516425199202803E-01
  +2.7500000000000002E-01   +8.3121350092213364E-01
  +2.9999999999999999E-01   +8.3542445491052753E-01
  +3.2499999999999996E-01   +8.3835574996835238E-01
  +3.4999999999999998E-01   +8.4039625925430295E-01
  +3.7500000000000000E-01   +8.4181668199030002E-01
  +3.9999999999999997E-01   +8.4280545511808214E-01
  +4.2499999999999993E-01   +8.4349375182965047E-01
  +4.4999999999999996E-01   +8.4397288334106058E-01
  +4.7499999999999998E-01   +8.4430641247372640E-01
  +5.0000000000000000E-01   +8.4453858606216226E-01
  +5.2499999999999991E-01   +8.4470020485310982E-01
  +5.4999999999999993E-01   +8.4481270961199850E-01
  +5.7499999999999996E-01   +8.4489102551015871E-01
  +5.9999999999999998E-01   +8.4494554213652384E-01
