  +0.0000000000000000E+00   +9.9999999999999978E-02
  +1.0000000000000000E-02   +2.0050212818549440E-01
  +2.0000000000000000E-02   +2.8744758110337520E-01
  +2.9999999999999999E-02   +3.6266501101832199E-01
  +4.0000000000000001E-02   +4.2773640432457732E-01
  +5.0000000000000003E-02   +4.8403035416579576E-01
  +5.9999999999999998E-02   +5.3273084493000655E-01
  +7.0000000000000007E-02   +5.7486215402032004E-01
  +8.0000000000000002E-02   +6.1131039463985781E-01
  +8.9999999999999997E-02   +6.4284215268259948E-01
  +1.0000000000000001E-01   +6.7012060970455634E-01
  +1.1000000000000000E-01   +6.9371949107647624E-01
  +1.2000000000000000E-01   +7.1413513267811424E-01
  +1.3000000000000000E-01   +7.3179691992293128E-01
  +1.4000000000000001E-01   +7.4707631866865354E-01
  +1.4999999999999999E-01   +7.6029468795340938E-01
  +1.6000000000000000E-01   +7.7173003887630420E-01
  +1.7000000000000001E-01   +7.8162288177641615E-01
  +1.7999999999999999E-01   +7.9018128468911997E-01
  +1.9000000000000000E-01   +7.9758524947009801E-01
  +2.0000000000000001E-01   +8.0399049762645580E-01
  +2.0999999999999999E-01   +8.0953174547921858E-01
  +2.2000000000000000E-01   +8.1432553754100911E-01
  +2.3000000000000001E-01   +8.1847269770101350E-01
  +2.3999999999999999E-01   +8.2206044977099013E-01
  +2.5000000000000000E-01   +8.2516425199202803E-01
  +2.6000000000000001E-01   +8.2784938408572462E-01
  +2.7000000000000002E-01   +8.3017232022892640E-01
  +2.8000000000000003E-01   +8.3218191682868414E-01
  +2.8999999999999998E-01   +8.3392044007891508E-01
  +2.9999999999999999E-01   +8.3542445491052753E-01
  +3.1000000000000000E-01   +8.3672559403156588E-01
  +3.1999999999999995E-01   +8.3785122323196493E-01
  +3.2999999999999996E-01   +8.3882501694572253E-01
  +3.3999999999999997E-01   +8.3966745617581495E-01
  +3.4999999999999998E-01   +8.4039625925430295E-01
  +3.5999999999999999E-01   +8.4102675449744968E-01
  +3.7000000000000000E-01   +8.4157220259360133E-01
  +3.8000000000000000E-01   +8.4204407550434768E-01
  +3.9000000000000001E-01   +8.4245229774486385E-01
  +3.9999999999999997E-01   +8.4280545511808214E-01
  +4.0999999999999998E-01   +8.4311097529282975E-01
  +4.1999999999999998E-01   +8.4337528402388429E-01
  +4.2999999999999994E-01   +8.4360394029959296E-01
  +4.3999999999999995E-01   +8.4380175325950668E-01
  +4.4999999999999996E-01   +8.4397288334106058E-01
  +4.5999999999999996E-01   +8.4412092978263564E-01
  +4.6999999999999997E-01   +8.4424900632338173E-01
  +4.7999999999999998E-01   +8.4435980669193489E-01
  +4.8999999999999999E-01   +8.4445566126139771E-01
  +5.0000000000000000E-01   +8.4453858606216226E-01
  +5.1000000000000001E-01   +8.4461032518342039E-01
  +5.2000000000000002E-01   +8.4467238745515871E-01
  +5.3000000000000003E-01   +8.4472607818213941E-01
  +5.4000000000000004E-01   +8.4477252659730351E-01
  +5.4999999999999993E-01   +8.4481270961199850E-01
  +5.5999999999999994E-01   +8.4484747236255253E-01
  +5.6999999999999995E-01   +8.4487754598533216E-01
  +5.7999999999999996E-01   +8.4490356299413238E-01
  +5.8999999999999997E-01   +8.4492607058332037E-01
  +5.9999999999999998E-01   +8.4494554213652384E-01
